# x1,x2,x3,y1,y2,y3
-5.305470991595017338e+00,-4.060091546312110111e+00,-5.261290063579700416e+00,-1.266633341637421317e+01,-3.796150207503480090e+00,3.691711607714853738e+00
-5.540358799798316802e+00,-5.003180296046584097e+00,-3.992591874183101464e+00,-1.100772693312766926e+01,-3.985625029797718710e+00,4.900004018657700300e+00
-4.982127532448981988e+00,-4.584493618524960290e+00,-4.331225910622564790e+00,-1.169731473922241705e+01,-3.589276986139631198e+00,5.046862738733610243e+00
-4.495706136729562985e+00,-5.064138383946066746e+00,-4.782018090879345706e+00,-1.197801037179369210e+01,-3.597071033214089830e+00,4.635936244474174295e+00
-4.442153858458508076e+00,-4.411370230098516920e+00,-4.567509202887882758e+00,-1.241495176320369254e+01,-2.799504085258174513e+00,4.739698712477975029e+00
-4.149928463385630373e+00,-4.293689974345431537e+00,-4.141905168097076206e+00,-1.069200265818171758e+01,-3.651107489190228872e+00,5.058610703004182696e+00
-3.752934586735699352e+00,-4.240343906095354498e+00,-4.076497090853659522e+00,-1.057124412731287322e+01,-4.556579120217995715e+00,4.559253701117691016e+00
-4.165066762638377718e+00,-3.998361338512842700e+00,-4.987182370967227385e+00,-1.149460380363771428e+01,-3.416584213682390736e+00,3.318975193538875601e+00
-4.182293082298393472e+00,-3.843450030622004743e+00,-4.129576574120539689e+00,-1.095263846049519429e+01,-3.237351823406642293e+00,4.362378835513606390e+00
-4.020192337195559240e+00,-3.474090873768127086e+00,-3.998257024234037615e+00,-1.096273767993031001e+01,-3.479459801147917197e+00,3.769283581009594375e+00
-4.580013522805871595e+00,-4.553415890843144354e+00,-3.646500059756556666e+00,-1.045568522684019186e+01,-3.727910895578765427e+00,3.684498928181650257e+00
-4.132208326545610433e+00,-2.885470408926311237e+00,-3.233027027949836540e+00,-1.087204385867531009e+01,-3.930304382357536319e+00,3.923087472574702250e+00
-3.674262579455914057e+00,-3.411733423124960751e+00,-4.256027951309943269e+00,-1.063435822646759732e+01,-2.609694392064753732e+00,4.107427168425297204e+00
-4.265111844158923304e+00,-3.795735129959456611e+00,-2.783732122897682792e+00,-1.025266072810947904e+01,-1.828491605804554831e+00,4.591249452313800994e+00
-3.212137624046634166e+00,-3.840323438886419360e+00,-4.521449529681971669e+00,-1.008383438240681684e+01,-3.077902718535979965e+00,4.405975578223584321e+00
-3.408185485010097882e+00,-3.638344111355968025e+00,-5.175644659220692390e+00,-1.052024861001947187e+01,-3.008834501233835113e+00,3.831303381519515217e+00
-2.818387949635712708e+00,-3.589898978531150142e+00,-3.711271234231085181e+00,-1.031693056802613029e+01,-2.475985533152476492e+00,3.047970829428741091e+00
-3.345614396131741053e+00,-3.912902387531430826e+00,-4.581797511992752980e+00,-9.739754399969461574e+00,-3.152305351805071432e+00,4.241025425005015670e+00
-3.413585100848144371e+00,-3.537688218033423038e+00,-3.501104171096033557e+00,-9.775551943036255409e+00,-2.582939497751521429e+00,4.046615930866263255e+00
-2.376361732207464605e+00,-2.305194069281901736e+00,-3.243358479745205525e+00,-1.018773309465052179e+01,-1.496691735693231440e+00,3.284754403512518905e+00
-3.309370448710450496e+00,-3.645118676498569243e+00,-2.380384934590490609e+00,-1.012978568947622726e+01,-1.421359621331391487e+00,3.780877735913608984e+00
-2.753763551651005059e+00,-2.378709877940908601e+00,-3.742899405337495988e+00,-9.990710915641461298e+00,-1.682765565454521717e+00,3.562518643160955012e+00
-3.773191966596256997e+00,-2.558822337498777966e+00,-3.025824341424597108e+00,-9.230153287872305157e+00,-2.002870788117379508e+00,3.991397407470725245e+00
-2.020787936279921482e+00,-2.371645386131040034e+00,-3.137548537596750453e+00,-8.686058503828181898e+00,-2.399947164013387813e+00,3.467055431977532631e+00
-3.001041811509584711e+00,-2.287550805528407949e+00,-1.472029684719350806e+00,-8.269031618966897312e+00,-1.588671804679344213e+00,2.892999711353060999e+00
-2.411730964079987771e+00,-2.412713136516501322e+00,-2.762046901356697060e+00,-8.912751805947710437e+00,-1.414373975582369880e+00,3.398350738671066296e+00
-2.917820827300227737e+00,-2.006151288124335075e+00,-1.896246317957428262e+00,-9.517192149033169457e+00,-7.115008039365233738e-01,2.418207789399128949e+00
-2.891472423500486055e+00,-2.170041455026523902e+00,-2.979428136450339881e+00,-8.275291306765417687e+00,-1.953759957032022099e+00,2.646894875062317354e+00
-3.382295096021306513e+00,-2.488877495658694095e+00,-2.871430644193256221e+00,-9.186196357635525445e+00,-1.726196792331159191e+00,3.449944386653825301e+00
-2.704708268550578332e+00,-2.605163876274884327e+00,-1.715216621425265542e+00,-8.633016453875175245e+00,-1.011455631657118825e+00,2.636983257233144418e+00
-2.244144701735902192e+00,-1.216993599231872558e+00,-2.666143328694375203e+00,-8.397239936284044859e+00,-1.263460488585050445e+00,2.661857503697765637e+00
-1.954408662927770379e+00,-2.446710951973274373e+00,-2.002372119952996243e+00,-8.534075424388253950e+00,-1.088104217665593954e+00,3.290965307040760290e+00
-1.877933436898777675e+00,-1.228113479599073798e+00,-1.628218245200999448e+00,-8.240987733611445876e+00,-7.414419667283176363e-01,3.623395567256763705e+00
-1.100860822096255021e+00,-2.049441851401429204e+00,-1.616817194470470787e+00,-8.029244459637817855e+00,-3.493591677138476737e-01,2.591702137547767126e+00
-1.806990775516653436e+00,-2.095212804120243355e+00,-2.381210417776311594e+00,-7.328129227985506589e+00,-7.962017509455651121e-01,2.971969368355390717e+00
-7.880379669501519357e-01,-1.601873612783197176e+00,-1.635958896306847210e+00,-7.842689336334923489e+00,-1.222631024450089310e+00,2.714225462967666758e+00
-5.022290808057569000e-01,-9.316937839157839463e-01,-1.048240549012080081e+00,-7.434423510430732129e+00,-6.309695629673245376e-01,2.258680894009871043e+00
-1.428791659955728655e+00,-2.125885891594264443e+00,-1.336072974397144897e+00,-6.775377985300639061e+00,-1.935141634570134994e-01,2.566277717590983887e+00
-8.302201129804391844e-01,-3.860135249331869689e-01,5.499076980539352455e-02,-7.842707634806462380e+00,6.784142456452552095e-01,2.217117439456248285e+00
-3.154780920518256426e-01,-1.098554365010353751e+00,-4.866192175540671183e-01,-7.314052411633228168e+00,3.833568070349281376e-01,3.024224690433798379e+00
-2.779225905687491283e-01,-8.555503966346691413e-01,-8.649129392803072136e-01,-7.300063752677285578e+00,1.435543119116842736e-01,2.499181136039295481e+00
-3.018515136092042583e-01,-1.040077204823361079e+00,-1.848972286746781046e+00,-7.871138644194580536e+00,5.145643400279449609e-02,2.367387125294452055e+00
-5.887847064310913758e-01,-1.193807556326276664e+00,-1.045507556386884307e-01,-6.886688055026091604e+00,-4.509419935685666792e-01,2.676290174570831404e+00
6.940568070919628241e-01,4.337091440419749144e-02,-7.123185521608622617e-01,-6.487442969789553260e+00,7.979837841022159317e-01,1.362942088939042007e+00
-1.363523998269500659e+00,-1.105530562255110372e+00,-3.850706423329802175e-01,-7.003861376133912131e+00,6.853245218674404171e-01,2.561574614294098051e+00
4.486983128055530567e-01,8.417155698304699118e-01,-9.988168483521461249e-01,-7.459062178077535243e+00,5.516080079800457225e-01,2.421952898825063372e+00
4.169156174554553562e-01,-1.594366437838389550e-01,-2.956412871379479057e-01,-6.165861463237671813e+00,5.135263604795221593e-01,1.624464417459543286e+00
-8.329193728362661586e-01,-7.958317609864307141e-01,-5.842673893482350778e-01,-6.750876371803428810e+00,-6.154467645009897847e-02,2.593472253540586969e+00
2.603850974878741953e-01,1.699970891577447518e-01,-8.977620728814675322e-02,-6.465726057188156517e+00,1.863504582378627150e+00,2.403984945010774421e+00
5.874291230448256407e-01,-1.629765364733715416e-01,7.632684174451215275e-02,-5.704917985834633498e+00,7.170444827316351244e-01,2.225887626264737573e+00
-2.106148094104744461e-01,3.037964714763727314e-02,5.953551597215348545e-01,-5.665973463984208536e+00,1.553394749232889227e+00,2.736590536469539536e+00
-2.996314793403013765e-01,-3.274471543297252096e-01,-6.471082836504928881e-01,-5.526480039888067353e+00,1.246580444601600890e+00,1.380335186123446078e+00
4.784162395410841429e-01,4.586743420663551563e-01,4.307747296954167471e-01,-5.769078583709060126e+00,1.623845402614527922e+00,1.689381566658544775e+00
6.438136401111903551e-01,-4.086850217666215812e-01,6.038185294894918842e-01,-5.745776120381870022e+00,1.052340669746163915e+00,1.862117155590044426e+00
5.417429261793043072e-01,8.875366350918187930e-01,-2.056443516004465843e-01,-5.141398868648388465e+00,7.686505595417787440e-01,1.441927674809662108e+00
2.124553554626969487e-01,6.786302600538191010e-02,1.088386607574034048e+00,-5.755177807814804147e+00,7.820340939959534721e-01,1.177605202784209437e+00
5.255979967965530575e-01,6.155836667334173562e-01,5.980846318693945340e-01,-5.019136690323065864e+00,1.585632339496924281e+00,2.000306986536160014e+00
2.074644600101408498e-01,1.477946259443119192e+00,-7.967874952568776425e-02,-4.394743966333669150e+00,1.546877417176397040e+00,2.120882042978066373e+00
7.764326626992481550e-01,1.307665251554857466e+00,9.952245228029219515e-01,-5.833184367761736766e+00,2.054507199575199561e+00,9.799421875857708963e-01
3.107728042317338124e-01,1.291640079726505075e+00,1.184549436689664059e+00,-4.894083488198102572e+00,2.243090725913392092e+00,6.676718752229595655e-01
2.002121710182981573e+00,7.615208224388447800e-01,1.318953029338877592e+00,-5.026688985725455083e+00,1.819304251270323913e+00,1.408880075901784990e+00
1.674931245492516929e+00,1.526604756925151518e+00,7.676400391017659253e-01,-4.145400166727111646e+00,1.419831602175622987e+00,1.222477985761960984e+00
6.573409828485665685e-01,3.522089722423640268e-01,1.526303554467581591e+00,-4.237773251480116521e+00,3.201832364771219464e+00,1.574972698326836174e+00
1.035427932778988813e+00,1.295309302719727107e+00,2.036220243052959233e+00,-3.916001792424598893e+00,1.626367820291072741e+00,1.993527990130340655e+00
1.833879305794761105e+00,1.214348800108346005e+00,1.239098626911047552e+00,-4.579588278185453554e+00,2.961494086628271738e+00,5.004687088439236931e-01
1.856396671006483645e+00,1.571629257703444971e+00,1.530082482450998649e+00,-3.750241071460419739e+00,3.582394566307009143e+00,1.850702308202901936e+00
2.264306478230448505e+00,1.486350499358348065e+00,2.324439903899610638e+00,-4.050888573166039563e+00,1.613790507252034212e+00,6.731383465093276897e-01
2.030015380060302022e+00,2.946747115222856372e+00,1.875265691943747370e+00,-3.633857788592997018e+00,2.552802192982268625e+00,1.387761159949211009e+00
2.171056616569253972e+00,1.657542089905797766e+00,2.265764873100001520e+00,-3.961479470774045275e+00,2.029576956739720828e+00,1.337149439139215579e+00
2.025084651545522973e+00,1.246572832595283842e+00,1.864763972244557699e+00,-2.798909475119401691e+00,3.127953033195344013e+00,4.956035499408086853e-01
1.680960787247934851e+00,2.182054657131388353e+00,2.122142421635902387e+00,-4.313253826610290886e+00,3.367723683209992824e+00,1.115953056765302875e+00
1.991230454330460198e+00,2.018434687439033315e+00,2.116745239986371541e+00,-2.337390588164865779e+00,3.652880301728334445e+00,6.792363261795866247e-01
1.714684405098547249e+00,2.880729341312717739e+00,2.194495017808231196e+00,-3.081016583005196985e+00,4.246483861184898956e+00,6.025120761636451050e-01
2.904803362778059839e+00,2.198428664678193645e+00,2.063906844827585907e+00,-2.640051117112651724e+00,3.323581010178090267e+00,1.718269955703791929e+00
2.087139680629725547e+00,2.392187974631410530e+00,3.135061410833059892e+00,-2.979619328356556185e+00,3.336245593982036350e+00,5.448505250926068966e-01
3.122243764257767396e+00,3.251675262727022897e+00,3.011133556869091343e+00,-3.023167940269507969e+00,3.229753760340946300e+00,1.423729899821127187e+00
1.720905257118834131e+00,2.990120857484533712e+00,2.894557310146830265e+00,-3.083893448625016909e+00,4.352807104989697251e+00,1.794026015714366706e-01
2.650803175000552070e+00,3.346785951553020055e+00,2.167044453671088000e+00,-2.853367215782365296e+00,4.504492116737456087e+00,8.600049501055353485e-01
3.883863822287098699e+00,2.371452546549537743e+00,2.836755383846260248e+00,-2.880070906724555346e+00,3.858248091344268271e+00,1.064211658651376791e+00
2.478933381773130051e+00,2.311239253125540571e+00,3.445838454145086605e+00,-2.721700801765836619e+00,4.469847991468936854e+00,1.242488646286449061e+00
3.517143817571012132e+00,4.058665884208895847e+00,3.153234213336443048e+00,-1.557622203558281626e+00,4.844127969483464469e+00,4.015476486223203967e-01
2.764875737632095376e+00,3.063198420526934029e+00,3.107327446982679486e+00,-2.012179385326275050e+00,4.788534105075251013e+00,8.995851796434000125e-01
3.342254893037864161e+00,3.197392292793958202e+00,4.190155878141286649e+00,-2.223660525395048992e+00,4.514889942030118064e+00,5.088576766514046890e-01
3.419027459472112618e+00,3.638990100780506332e+00,3.766839295810668453e+00,-1.800562021395478940e+00,4.346030760816974592e+00,1.005527556039166548e+00
3.656783475235352743e+00,3.376097624131385810e+00,3.593915841112858001e+00,-2.672172797918687337e+00,4.007698123326266071e+00,3.561638739514635388e-01
2.793461024649245950e+00,4.557836202504189416e+00,3.954320243985397720e+00,-1.444528223535909373e+00,4.167165892171666997e+00,7.331024935942866971e-01
2.616527214869122542e+00,3.276662421239368683e+00,3.459279751863290731e+00,-1.054864354332537779e+00,4.506365606468810903e+00,5.106204019511020320e-01
3.466469692514488443e+00,3.266045381938016856e+00,4.305957116423403619e+00,-1.348714364632002338e+00,5.402904833065607093e+00,-1.222146403214277310e-01
3.467355057457235379e+00,3.609629690190008677e+00,4.646808135500207548e+00,-2.524005032043686203e+00,5.152379327057502678e+00,2.074138394121503026e-01
4.502291504345039996e+00,4.642324422481639346e+00,4.168500963847319163e+00,-5.326888898491566326e-01,4.760699799946497279e+00,3.287505664431091823e-01
2.947385329363967799e+00,3.417277681927601840e+00,4.195340359189953183e+00,-1.048294806549606051e+00,5.243013806329098081e+00,-4.256240840808253045e-01
3.880637479761682496e+00,3.834354657494442264e+00,4.492153716488792803e+00,-1.253715853516726764e+00,4.939130010801117798e+00,-4.012645905098412569e-01
3.959913855181711462e+00,4.574295669655040975e+00,4.470610443128799183e+00,-6.594001658451572601e-01,4.819266172937414439e+00,6.028525484705989923e-01
4.135566179836528633e+00,3.499727563314178891e+00,4.780035207208404913e+00,-1.882490341555010271e+00,5.627532666887590906e+00,5.346776554436856177e-01
4.239822790248988227e+00,4.413984522218713735e+00,5.145009464113968534e+00,-2.462689752432876689e-01,5.593485798613191839e+00,7.712307007665775149e-02
4.543056045485044159e+00,4.389176347502338871e+00,5.128014145114266675e+00,2.030960491949815871e-01,5.529237617931100246e+00,-5.194960554041039291e-01
4.402640701603817597e+00,5.233524238305356846e+00,3.856521124037686654e+00,-2.836737425763659615e-01,5.883013883853014825e+00,-3.530937728921421659e-01
4.010662844154419204e+00,4.437625654971142808e+00,4.458618414781162720e+00,-6.990558613140798183e-01,5.190424602042725155e+00,-3.920002147303069950e-01
4.905709877532103746e+00,4.680168192416292783e+00,5.375701291244490143e+00,-3.081655722107770612e-01,5.280792897592601953e+00,-3.418706632748196861e-01
5.740045537801703901e+00,5.463205015121383568e+00,4.998910326815575011e+00,-4.810920956064079768e-02,5.524930821146379678e+00,-6.339135481654144533e-01
